ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
6090,Dhaka,Bangladesh,6611.00,37307159.73,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.05,20496792.39,0.00
6091,Dujiangyan,China,70.00,374474.45,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.04,589602.03,0.01
6092,Nha Trang,Vietnam,99.00,443635.52,Lower Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,1178306.12,0.01
6093,Cikijing,Indonesia,21.00,108361.28,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,116512.84,0.01
6094,小名浜愛宕上,Japan,75.00,135356.58,High income,Eastern and South-Eastern Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.01,0.10,1108391.57,0.01
6095,Tehuacán,México,54.00,223263.56,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.07,973190.68,0.02
6096,Waco,United States,31.00,52606.72,High income,Northern America,0.08,0.07,0.00,0.00,0.03,0.01,0.04,0.27,642596.87,0.02
6097,Sobradinho II,Brazil,39.00,162324.49,Upper Middle,Latin America and the Caribbean,0.07,0.07,0.12,0.02,0.03,0.10,0.09,0.56,514244.79,0.01
6098,Royal Tunbridge Wells,United Kingdom,18.00,64556.69,High income,Europe,0.03,0.01,0.00,0.00,0.00,0.00,0.01,0.07,287552.53,0.02
6099,Ekeremor,Nigeria,21.00,102665.20,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41163.98,0.00
6100,Kabala,Democratic Republic of the Congo,5.00,61838.50,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17641.28,0.00
6101,Al Qusiya,Egypt,28.00,215227.06,Lower Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,306995.54,0.01
6102,Elbistan,Turkey,19.00,122643.69,Upper Middle,Northern Africa and Western Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,330661.10,0.02
6103,Yessentuki,Russia,32.00,119700.07,Upper Middle,Europe,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.08,463997.29,0.01
6104,Lalibela,Ethiopia,8.00,75900.17,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59591.15,0.01
6105,Gonbad-e Qabus,Iran,31.00,158050.34,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,501452.00,0.02
6106,Swabi,Pakistan,105.00,523908.75,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,308706.54,0.00
6107,Chharodi,India,10.00,50928.13,Lower Middle,Central and Southern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,76637.24,0.01
6108,Bhanga,Bangladesh,13.00,54080.22,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,24176.53,0.00
6109,Ya'an,China,40.00,376578.00,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,367235.59,0.01
6110,Van Gia Town,Vietnam,18.00,64623.40,Lower Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,134736.36,0.01
6111,Indramayu,Indonesia,106.00,345135.91,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,817802.43,0.01
6112,Hitachi,Japan,61.00,132519.40,High income,Eastern and South-Eastern Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.02,0.09,919087.26,0.02
6113,García,México,18.00,176821.64,Upper Middle,Latin America and the Caribbean,0.04,0.03,0.00,0.00,0.01,0.00,0.01,0.10,343999.37,0.02
6114,Cinco Ranch,United States,112.00,248654.91,High income,Northern America,0.07,0.09,0.00,0.05,0.05,0.02,0.11,0.43,2244634.21,0.02
6115,Uberlândia,Brazil,133.00,658427.11,Upper Middle,Latin America and the Caribbean,0.04,0.03,0.00,0.00,0.07,0.01,0.01,0.20,2553923.00,0.02
6116,Grays,United Kingdom,76.00,198471.31,High income,Europe,0.07,0.04,0.00,0.00,0.02,0.01,0.04,0.21,1439017.00,0.02
6117,Jesse,Nigeria,7.00,50007.75,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,53483.33,0.01
6118,Lwishia,Democratic Republic of the Congo,7.00,100596.69,Low income,Sub-Saharan Africa,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,52746.75,0.01
6119,El Gadeeda,Egypt,7.00,51877.51,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.08,78657.50,0.01
6120,Giresun,Turkey,21.00,121465.25,Upper Middle,Northern Africa and Western Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,230849.28,0.01
6121,Pyatigorsk,Russia,42.00,208440.87,Upper Middle,Europe,0.06,0.02,0.00,0.01,0.00,0.00,0.01,0.12,660285.89,0.02
6123,Shahrud,Iran,26.00,108308.23,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,560883.00,0.02
6124,Jand,Pakistan,8.00,64231.99,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,17164.98,0.00
6125,Sirsa,India,36.00,280986.91,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,617056.20,0.02
6126,Gopalganj,Bangladesh,15.00,175791.61,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,41084.59,0.00
6127,Fengqing County,China,10.00,64842.34,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,59780.81,0.01
6128,Phan Rang – Tháp Chàm,Vietnam,45.00,150866.68,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,432871.63,0.01
6129,Heuleut,Indonesia,41.00,123263.83,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,251020.74,0.01
6130,Mito,Japan,70.00,183774.10,High income,Eastern and South-Eastern Asia,0.03,0.05,0.00,0.00,0.00,0.01,0.04,0.13,1352521.05,0.02
6131,Monterrey,México,685.00,4011151.01,Upper Middle,Latin America and the Caribbean,0.04,0.09,0.00,0.00,0.01,0.04,0.07,0.28,15279863.94,0.02
6132,College Station,United States,69.00,117186.88,High income,Northern America,0.09,0.03,0.00,0.00,0.01,0.00,0.18,0.37,1285753.10,0.02
6133,Barretos,Brazil,30.00,114680.02,Upper Middle,Latin America and the Caribbean,0.04,0.02,0.00,0.00,0.03,0.00,0.00,0.10,580999.97,0.02
6134,Polegate,United Kingdom,37.00,117257.43,High income,Europe,0.04,0.01,0.00,0.00,0.00,0.00,0.01,0.07,598480.58,0.02
6135,Ifon,Nigeria,12.00,73751.10,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44940.16,0.00
6136,Mukanga,Democratic Republic of the Congo,7.00,140622.76,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47694.27,0.01
6137,Al Aras,Egypt,10.00,61468.88,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.08,88399.06,0.01
6138,Kilis,Turkey,13.00,103014.48,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,285154.61,0.02
6139,Mineralnye Vody,Russia,25.00,90848.98,Upper Middle,Europe,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.10,341908.45,0.01
6141,Shiraz,Iran,160.00,707097.85,Lower Middle,Central and Southern Asia,0.04,0.04,0.00,0.00,0.00,0.01,0.00,0.10,3528765.42,0.02
6142,Mirpur Mathelo,Pakistan,19.00,130877.20,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,72273.21,0.00
6143,Ahmedabad,India,365.00,7898649.80,Lower Middle,Central and Southern Asia,0.08,0.06,0.00,0.00,0.00,0.04,0.02,0.22,6424173.69,0.02
6144,Balipara,Bangladesh,40.00,82620.92,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,37252.30,0.00
6145,Binchuan,China,15.00,84799.92,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,78060.44,0.01
6146,Cam Ranh,Vietnam,23.00,69263.62,Lower Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,139359.75,0.01
6147,Jatibarang,Indonesia,19.00,88166.38,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,190127.84,0.01
6148,Tsukuba,Japan,29.00,64418.12,High income,Eastern and South-Eastern Asia,0.07,0.06,0.00,0.00,0.00,0.01,0.05,0.21,819329.42,0.03
6149,Ciudad Mante,México,22.00,83621.39,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,346087.76,0.02
6150,Greatwood,United States,24.00,51317.16,High income,Northern America,0.15,0.07,0.00,0.02,0.02,0.01,0.06,0.37,371260.34,0.02
6151,Lages,Brazil,42.00,134819.65,Upper Middle,Latin America and the Caribbean,0.04,0.03,0.00,0.00,0.03,0.02,0.02,0.15,654512.99,0.02
6152,Basildon,United Kingdom,28.00,104556.05,High income,Europe,0.07,0.04,0.00,0.00,0.02,0.00,0.04,0.19,836253.82,0.03
6153,Oka-Akoko,Nigeria,10.00,122977.41,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,36370.87,0.00
6154,Songwe,Democratic Republic of the Congo,4.00,56299.30,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12364.00,0.00
6155,Al-Wasitah,Egypt,32.00,253583.09,Lower Middle,Northern Africa and Western Asia,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.10,344549.87,0.01
6156,Büyükpınar,Turkey,19.00,59654.05,Upper Middle,Northern Africa and Western Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.01,0.06,172250.09,0.01
6157,Elista,Russia,32.00,96053.45,Upper Middle,Europe,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,481764.73,0.02
6158,Meki,Ethiopia,16.00,134591.90,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225627.68,0.01
6159,Galikash,Iran,5.00,61097.68,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,73838.60,0.01
6160,Totalai,Pakistan,13.00,71204.46,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,15830.50,0.00
6161,Changodar,India,21.00,59313.49,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.06,140997.09,0.01
6162,Bokainagar,Bangladesh,32.00,67043.18,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,27034.67,0.00
6163,Hengshan,China,14.00,65990.37,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,50369.91,0.00
6164,Banjaran,Indonesia,21.00,73216.37,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,147085.17,0.01
6165,Hitachinaka,Japan,41.00,95875.99,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.07,763792.73,0.02
6166,Xicotepec de Juárez,México,13.00,50753.75,Upper Middle,Latin America and the Caribbean,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,118936.68,0.01
6167,Houston,United States,1859.00,4301460.94,High income,Northern America,0.15,0.16,0.00,0.03,0.06,0.03,0.13,0.64,35437405.94,0.02
6168,Paranoá,Brazil,10.00,116381.10,Upper Middle,Latin America and the Caribbean,0.07,0.07,0.12,0.02,0.03,0.10,0.10,0.56,224485.60,0.02
6169,Chelmsford,United Kingdom,31.00,106498.99,High income,Europe,0.03,0.02,0.00,0.00,0.01,0.00,0.02,0.09,692783.89,0.02
6170,Isanlu Mopo,Nigeria,19.00,150099.05,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55725.97,0.00
6171,Kabalo,Democratic Republic of the Congo,14.00,109978.20,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21489.50,0.00
6172,Bush,Egypt,6.00,103713.43,Lower Middle,Northern Africa and Western Asia,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.10,132539.12,0.02
6173,Gaziantep,Turkey,134.00,1681269.63,Upper Middle,Northern Africa and Western Asia,0.02,0.04,0.00,0.00,0.01,0.00,0.02,0.10,2937087.70,0.02
6174,Syzran,Russia,38.00,111241.33,Upper Middle,Europe,0.05,0.01,0.01,0.00,0.00,0.00,0.00,0.09,465799.53,0.01
6175,Kefole,Ethiopia,12.00,146720.07,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,69644.30,0.01
6177,Bisham,Pakistan,8.00,61003.45,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,23442.17,0.00
6178,Bhavnagar,India,65.00,732065.66,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.04,1152467.57,0.02
6179,Netrokona,Bangladesh,26.00,217670.59,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,156049.04,0.01
6180,Jungar,China,23.00,158398.07,Upper Middle,Eastern and South-Eastern Asia,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.14,123481.20,0.01
6181,Cirebon,Indonesia,267.00,1634253.44,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,3213090.38,0.01
6182,Tsuchiura,Japan,67.00,134987.65,High income,Eastern and South-Eastern Asia,0.07,0.06,0.00,0.00,0.00,0.01,0.04,0.20,1256966.58,0.02
6183,Oaxaca de Juárez,México,124.00,510651.79,Upper Middle,Latin America and the Caribbean,0.03,0.02,0.00,0.00,0.02,0.02,0.01,0.13,2399255.20,0.02
6184,White Settlement,United States,39.00,76679.68,High income,Northern America,0.11,0.16,0.00,0.00,0.02,0.03,0.14,0.54,685546.18,0.02
6185,Ibitinga,Brazil,15.00,53628.92,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.03,0.00,0.01,0.00,0.00,0.09,248220.88,0.02
6186,Gillingham,United Kingdom,72.00,247682.09,High income,Europe,0.04,0.03,0.00,0.00,0.01,0.00,0.03,0.13,1270481.65,0.02
6187,Okwagbe,Nigeria,7.00,50615.32,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26273.07,0.00
6188,Ankoro,Democratic Republic of the Congo,14.00,141185.72,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73385.74,0.01
6189,Dayr Abu Hinnis,Egypt,10.00,66503.70,Lower Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,87584.19,0.01
6190,Nizip,Turkey,12.00,147561.65,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,232922.42,0.02
6191,Glazov,Russia,20.00,82435.83,Upper Middle,Europe,0.03,0.01,0.00,0.00,0.00,0.01,0.01,0.06,320931.77,0.02
6192,Alem Ketema,Ethiopia,7.00,55064.79,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32001.04,0.00
6193,Marvdasht,Iran,19.00,116169.00,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,403472.07,0.02
6194,Tando Muhammad Khan,Pakistan,17.00,132322.14,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,69924.99,0.00
6195,Mansa,India,15.00,79016.86,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.08,40676.60,0.00
6196,Gafargaon,Bangladesh,17.00,123784.82,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,49411.21,0.00
6197,Dayi,China,29.00,146404.10,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.06,174256.09,0.01
6198,Arjawinangun,Indonesia,46.00,149372.02,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,383290.10,0.01
6199,Ushiku,Japan,19.00,56335.61,High income,Eastern and South-Eastern Asia,0.07,0.06,0.00,0.00,0.00,0.01,0.05,0.21,418516.95,0.02
6200,Orizaba,México,75.00,321412.78,Upper Middle,Latin America and the Caribbean,0.05,0.03,0.01,0.00,0.06,0.02,0.01,0.21,1055865.36,0.01
6201,Edgecliff Village,United States,121.00,267808.04,High income,Northern America,0.10,0.13,0.00,0.00,0.02,0.02,0.12,0.45,2330288.16,0.02
6202,São Sebastião,Brazil,13.00,93637.43,Upper Middle,Latin America and the Caribbean,0.03,0.08,0.00,0.00,0.01,0.01,0.04,0.18,214079.99,0.02
6203,Maidstone,United Kingdom,29.00,105233.40,High income,Europe,0.04,0.03,0.00,0.00,0.01,0.00,0.03,0.13,534877.08,0.02
6204,Anka,Nigeria,6.00,85544.10,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30622.01,0.01
6205,Mulongo,Democratic Republic of the Congo,15.00,348914.17,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60466.06,0.00
6206,Al Ayyat,Egypt,24.00,138024.46,Lower Middle,Northern Africa and Western Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,265596.16,0.01
6207,Malatya,Turkey,49.00,510424.53,Upper Middle,Northern Africa and Western Asia,0.01,0.02,0.00,0.00,0.01,0.00,0.02,0.06,954717.41,0.02
6208,Balakovo,Russia,35.00,117879.07,Upper Middle,Europe,0.14,0.02,0.01,0.00,0.00,0.00,0.01,0.21,615082.21,0.02
6209,Bishoftu,Ethiopia,64.00,421173.93,Low income,Sub-Saharan Africa,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.07,836874.54,0.01
6211,Pattan,Pakistan,10.00,97978.90,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,43581.27,0.00
6212,Dholka,India,17.00,115565.65,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,47436.86,0.00
6213,Bagerhat,Bangladesh,15.00,120337.24,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,80720.22,0.01
6214,Yulin,China,94.00,510158.92,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.04,617891.05,0.01
6215,Kuningan,Indonesia,179.00,657481.87,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,1243785.58,0.01
6216,Narita,Japan,17.00,56071.91,High income,Eastern and South-Eastern Asia,0.04,0.05,0.00,0.00,0.00,0.00,0.01,0.12,513337.52,0.03
6217,Ciudad Victoria,México,69.00,328571.43,Upper Middle,Latin America and the Caribbean,0.04,0.03,0.00,0.00,0.01,0.00,0.01,0.09,1382455.60,0.02
6218,Fort Worth,United States,60.00,102172.85,High income,Northern America,0.12,0.17,0.01,0.00,0.02,0.03,0.16,0.57,1090557.71,0.02
6219,Araguari,Brazil,30.00,102026.46,Upper Middle,Latin America and the Caribbean,0.02,0.04,0.00,0.00,0.02,0.00,0.00,0.09,502839.29,0.02
6220,Hastings,United Kingdom,25.00,90625.53,High income,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.03,456824.38,0.02
6222,Poko,Democratic Republic of the Congo,12.00,67601.84,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23609.54,0.00
6223,Girza,Egypt,45.00,186160.60,Lower Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,482120.39,0.01
6224,Birecik,Turkey,12.00,78483.82,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,121130.37,0.01
6225,Georgiyevsk,Russia,36.00,114342.71,Upper Middle,Europe,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,399516.60,0.01
6227,Firuzabad,Iran,14.00,62504.16,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,213916.41,0.02
6228,Layyah,Pakistan,25.00,146019.95,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,322092.47,0.01
6229,Ludhiana,India,226.00,2323217.46,Lower Middle,Central and Southern Asia,0.08,0.02,0.00,0.00,0.00,0.01,0.01,0.15,4665110.23,0.02
6230,Rajoir,Bangladesh,28.00,120043.00,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,28589.32,0.00
6231,Midu,China,16.00,59291.89,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,83062.70,0.01
6232,Banjar,Indonesia,24.00,126038.27,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,237749.96,0.01
6233,Kisarazu,Japan,85.00,176868.53,High income,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.01,0.07,1372971.49,0.02
6234,Montemorelos,México,17.00,53750.40,Upper Middle,Latin America and the Caribbean,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,254292.52,0.01
6235,Handley,United States,53.00,103212.35,High income,Northern America,0.11,0.18,0.00,0.00,0.03,0.03,0.15,0.56,812777.72,0.02
6236,Planaltina,Brazil,33.00,186714.17,Upper Middle,Latin America and the Caribbean,0.04,0.01,0.00,0.00,0.03,0.00,0.01,0.10,483269.35,0.01
6237,Southend-on-Sea,United Kingdom,79.00,265743.97,High income,Europe,0.05,0.02,0.00,0.00,0.00,0.00,0.02,0.11,1177054.00,0.01
6238,Bena,Nigeria,6.00,59956.19,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3066.68,0.00
6239,Mukubu,Democratic Republic of the Congo,7.00,180314.34,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49945.84,0.01
6240,Ar Riyaḑ,Egypt,14.00,84137.53,Lower Middle,Northern Africa and Western Asia,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.10,125395.52,0.01
6241,Adıyaman,Turkey,35.00,229019.74,Upper Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,665410.08,0.02
6242,Dimitrovgrad,Russia,27.00,95281.18,Upper Middle,Europe,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,477131.96,0.02
6243,Bonsa Bota,Ethiopia,21.00,210082.95,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76685.37,0.00
6244,Tasouj,Iran,22.00,197778.24,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.05,64599.22,0.00
6245,Daharki,Pakistan,16.00,118935.17,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,107586.85,0.01
6246,Barnala,India,26.00,163593.01,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.08,408877.80,0.02
6247,Mathbarer Char,Bangladesh,74.00,173418.55,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,130354.47,0.00
6248,Xiangyun,China,22.00,91208.05,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,326139.88,0.01
6249,Karangampel,Indonesia,20.00,74154.77,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,131538.82,0.01
6250,Kamisu,Japan,67.00,66324.16,High income,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.01,0.07,676075.64,0.01
6251,Cadereyta Jiménez,México,23.00,82073.03,Upper Middle,Latin America and the Caribbean,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.07,339114.45,0.01
6252,North Richland Hills,United States,268.00,523625.33,High income,Northern America,0.10,0.17,0.00,0.00,0.03,0.03,0.14,0.54,5073081.66,0.02
6253,Planaltina,Brazil,19.00,78996.27,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.04,330591.17,0.02
6254,Colchester,United Kingdom,40.00,120250.96,High income,Europe,0.03,0.01,0.00,0.00,0.00,0.00,0.01,0.06,840533.72,0.02
6255,Orerokpe,Nigeria,11.00,62874.72,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,67582.69,0.01
6256,Kipushi,Democratic Republic of the Congo,16.00,233450.27,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,158391.18,0.01
6257,Mit Habib,Egypt,124.00,385407.69,Lower Middle,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.08,864464.56,0.01
6258,Akçaabat,Turkey,19.00,94912.70,Upper Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.04,180186.47,0.01
6259,Chistopol,Russia,22.00,58396.12,Upper Middle,Europe,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.06,224879.05,0.01
6260,Adigrat,Ethiopia,15.00,151676.00,Low income,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,204701.54,0.01
6261,Kavar,Iran,26.00,846499.68,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.05,153941.03,0.01
6262,Tando Allahyar,Pakistan,18.00,193412.98,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,65379.77,0.00
6263,Vijapur,India,10.00,50774.21,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,62898.54,0.01
